video_id,raw_sha256,content_group_id,group_size,attack_raw
Live/Live_1.mov,b2d75a3bd8612cd13958957dfa5506fa9d641348f6c67f28a6d489d8d7d70368,siwmv2::sha256:b2d75a3bd8612cd13958957dfa5506fa9d641348f6c67f28a6d489d8d7d70368,1,
Live/Live_10.mov,35b11613a3ed5b9fa6eae8dc06bd361671be9c23ace695b4ada44a69916b0244,siwmv2::sha256:35b11613a3ed5b9fa6eae8dc06bd361671be9c23ace695b4ada44a69916b0244,1,
Live/Live_100.mov,ef7c5cccf6d5f1116675b5e21232481404627cec679dc54891fdc9eb0df0ae33,siwmv2::sha256:ef7c5cccf6d5f1116675b5e21232481404627cec679dc54891fdc9eb0df0ae33,1,
Live/Live_101.mov,4f016d063cc7587d4c170cd8aef02a07a6d6c8ded92d6cd4da83dedcdbf95208,siwmv2::sha256:4f016d063cc7587d4c170cd8aef02a07a6d6c8ded92d6cd4da83dedcdbf95208,1,
Live/Live_102.mov,33720512cf078c19f2ff88b4db411a083d3cb8eb424df9c80e8fde0da4f11932,siwmv2::sha256:33720512cf078c19f2ff88b4db411a083d3cb8eb424df9c80e8fde0da4f11932,1,
Live/Live_103.mov,b68e7b4ec11ecb9eab6c44fb42158960cd08601976ba7a949cec20a4f0ccb237,siwmv2::sha256:b68e7b4ec11ecb9eab6c44fb42158960cd08601976ba7a949cec20a4f0ccb237,1,
Live/Live_105.avi,62dad0a396594deee0d97fc7ee8049e07881ca818f592e042c0bb45dcc00a3bd,siwmv2::sha256:62dad0a396594deee0d97fc7ee8049e07881ca818f592e042c0bb45dcc00a3bd,1,
Live/Live_106.avi,2dd6e1501b4667c922bf93f7b334a4502aa6a5a5f27bbbc28c8e724ad7f4bb2c,siwmv2::sha256:2dd6e1501b4667c922bf93f7b334a4502aa6a5a5f27bbbc28c8e724ad7f4bb2c,1,
Live/Live_107.avi,da0f8cd1ad25c785a9544f274a0e77189583e8cf2660d0922af0221b1aaa5c9c,siwmv2::sha256:da0f8cd1ad25c785a9544f274a0e77189583e8cf2660d0922af0221b1aaa5c9c,1,
Live/Live_108.avi,4493ca9bfb61aebfbf22957e84c736d0e163b8cb6c190ba9d7f07f39b15f8cdc,siwmv2::sha256:4493ca9bfb61aebfbf22957e84c736d0e163b8cb6c190ba9d7f07f39b15f8cdc,1,
Live/Live_109.avi,6417ed6c27d3c0226ea6dfffc1d0e6dfa19901054c4dfa4fb2926d0ce492b3a5,siwmv2::sha256:6417ed6c27d3c0226ea6dfffc1d0e6dfa19901054c4dfa4fb2926d0ce492b3a5,1,
Live/Live_11.mov,d2fc1ead5ecc5817591475814575f47ed3879defff004b5944b031d30b33dbce,siwmv2::sha256:d2fc1ead5ecc5817591475814575f47ed3879defff004b5944b031d30b33dbce,1,
Live/Live_110.avi,cb391a006e7e0188e9af98aa985b5df3bea50e7e4abe1348de81a0afb62eb226,siwmv2::sha256:cb391a006e7e0188e9af98aa985b5df3bea50e7e4abe1348de81a0afb62eb226,1,
Live/Live_111.avi,3bdab1d09806bcf985d9cc3a8fc734a5ca04dc0852cab95183b0d84898b5fc90,siwmv2::sha256:3bdab1d09806bcf985d9cc3a8fc734a5ca04dc0852cab95183b0d84898b5fc90,1,
Live/Live_112.avi,03452af87e05879086294d4b290a76275c7d1d367a477b45701151d993481f05,siwmv2::sha256:03452af87e05879086294d4b290a76275c7d1d367a477b45701151d993481f05,1,
Live/Live_113.avi,95c471603b2ae0bf0b1a14f013bf3f6f039e2854f43945d90cae0a1bae904355,siwmv2::sha256:95c471603b2ae0bf0b1a14f013bf3f6f039e2854f43945d90cae0a1bae904355,1,
Live/Live_114.avi,d4b6d141e131b29823eb224e254e727e2d0ea5ad514681229446d78a261630cf,siwmv2::sha256:d4b6d141e131b29823eb224e254e727e2d0ea5ad514681229446d78a261630cf,1,
Live/Live_115.avi,319eb7a9453375445476bbcb1feb9e0118fc60ebcd7542caeb9a1dca75f4dbd0,siwmv2::sha256:319eb7a9453375445476bbcb1feb9e0118fc60ebcd7542caeb9a1dca75f4dbd0,1,
Live/Live_116.avi,96b9c86ba5e1a1acf0e689608ff4ee43913810e04bd7d0add66ad47a4ecd43d4,siwmv2::sha256:96b9c86ba5e1a1acf0e689608ff4ee43913810e04bd7d0add66ad47a4ecd43d4,1,
Live/Live_117.avi,cfd66b701bbd1fe9d2814970f1848c61e1fa7240491adae3bb60aadce4a35a99,siwmv2::sha256:cfd66b701bbd1fe9d2814970f1848c61e1fa7240491adae3bb60aadce4a35a99,1,
Live/Live_118.avi,0b1ae3f82d02a85f7b875cd2407638abc1a185550c6472661506ecf1857d2284,siwmv2::sha256:0b1ae3f82d02a85f7b875cd2407638abc1a185550c6472661506ecf1857d2284,1,
Live/Live_119.avi,d94e0be628cc0a1f47decbc107d00c822ecec7f3fca8a66088d206a569c374d3,siwmv2::sha256:d94e0be628cc0a1f47decbc107d00c822ecec7f3fca8a66088d206a569c374d3,1,
Live/Live_12.mov,b39fe9c5e3a46c9659e970da5f980cfa8a166c5f39f37cee09c31a8d0412a41f,siwmv2::sha256:b39fe9c5e3a46c9659e970da5f980cfa8a166c5f39f37cee09c31a8d0412a41f,1,
Live/Live_120.avi,56e64d02e9788596f6ea3fe7905f5444152496c3ebcb91d50a66cf3cc5db2dd8,siwmv2::sha256:56e64d02e9788596f6ea3fe7905f5444152496c3ebcb91d50a66cf3cc5db2dd8,1,
Live/Live_121.avi,8f7bd85a984e6755b35378478bc9dfc876396f335d280a8fc0991b3035eaa701,siwmv2::sha256:8f7bd85a984e6755b35378478bc9dfc876396f335d280a8fc0991b3035eaa701,1,
Live/Live_122.avi,c218b32ca6b2c07858b51a68056b5701c08d95296d2d2bfa9a27beeb2ecb3688,siwmv2::sha256:c218b32ca6b2c07858b51a68056b5701c08d95296d2d2bfa9a27beeb2ecb3688,1,
Live/Live_123.avi,fb9b5f14c8e32eabd85b84f300a869d2be39b7a47a8439e387dccc02bfbaddef,siwmv2::sha256:fb9b5f14c8e32eabd85b84f300a869d2be39b7a47a8439e387dccc02bfbaddef,1,
Live/Live_124.avi,cefc654fd2446bcb65d92460640fbfd3e5c7905ebcc9eed91effa35c144f498f,siwmv2::sha256:cefc654fd2446bcb65d92460640fbfd3e5c7905ebcc9eed91effa35c144f498f,1,
Live/Live_125.avi,cffbcc83414ac16a0b5339312b5ba7b03371400fb368bcf30ae3f8f23fa24f43,siwmv2::sha256:cffbcc83414ac16a0b5339312b5ba7b03371400fb368bcf30ae3f8f23fa24f43,1,
Live/Live_126.avi,36a40bf9b55b5e6c7cdc48973ce869c0f3a7aa1a17bc2e0d19b42f035abdd35a,siwmv2::sha256:36a40bf9b55b5e6c7cdc48973ce869c0f3a7aa1a17bc2e0d19b42f035abdd35a,1,
Live/Live_127.avi,b70ab9bd6626c3504eb58bc5877ea2b802e780a5d020606076b9c51fff9af350,siwmv2::sha256:b70ab9bd6626c3504eb58bc5877ea2b802e780a5d020606076b9c51fff9af350,1,
Live/Live_128.avi,d127de32af3172ab69e4197268b65a83f9c4b28b9f7e67f9917e8c278f5f5b29,siwmv2::sha256:d127de32af3172ab69e4197268b65a83f9c4b28b9f7e67f9917e8c278f5f5b29,1,
Live/Live_129.avi,cf4dbb188d063496911bfa53a13db991c2a6184fa5e7770742e427c93fcd468d,siwmv2::sha256:cf4dbb188d063496911bfa53a13db991c2a6184fa5e7770742e427c93fcd468d,1,
Live/Live_13.mov,5d8592d1996d56b44a58f8f5921b18ab19d90bf7a08455d1aafa94b4ed42d065,siwmv2::sha256:5d8592d1996d56b44a58f8f5921b18ab19d90bf7a08455d1aafa94b4ed42d065,1,
Live/Live_130.avi,49fa0312979b32669b3ffc4bb527f9396819e8042d558c4ccc534ca4b5628ea3,siwmv2::sha256:49fa0312979b32669b3ffc4bb527f9396819e8042d558c4ccc534ca4b5628ea3,1,
Live/Live_131.avi,b6846eadf613d83e986b02c5b8105718eb3feef94dd97c7425324e3e699c363f,siwmv2::sha256:b6846eadf613d83e986b02c5b8105718eb3feef94dd97c7425324e3e699c363f,1,
Live/Live_132.avi,a0ac9ec05ff4b76595e54e7f51c12614f56e123aaa34a4b849f84929ef5e80a0,siwmv2::sha256:a0ac9ec05ff4b76595e54e7f51c12614f56e123aaa34a4b849f84929ef5e80a0,1,
Live/Live_133.avi,f77727a9c1c0766d56990ddd59a76313c2b3a014fe6dbf123dea7863533ef151,siwmv2::sha256:f77727a9c1c0766d56990ddd59a76313c2b3a014fe6dbf123dea7863533ef151,1,
Live/Live_134.avi,a0cb6d34f09782313b990794acbcc23d76debff1026f04674acf929d52209606,siwmv2::sha256:a0cb6d34f09782313b990794acbcc23d76debff1026f04674acf929d52209606,1,
Live/Live_135.avi,70dd0c4218cedbd669b58a55c1b157d9184829f67d48d20c6e75dbd06c075dea,siwmv2::sha256:70dd0c4218cedbd669b58a55c1b157d9184829f67d48d20c6e75dbd06c075dea,1,
Live/Live_136.avi,c9f4c240d6113f0343d6a5c711189a9b40744c0c592d3483e53f24bcfbc30044,siwmv2::sha256:c9f4c240d6113f0343d6a5c711189a9b40744c0c592d3483e53f24bcfbc30044,1,
Live/Live_137.avi,b3e5bab83a554aeda8989c644bc3908d7788bd348961c66a180d329c584af63d,siwmv2::sha256:b3e5bab83a554aeda8989c644bc3908d7788bd348961c66a180d329c584af63d,1,
Live/Live_138.avi,f1d5c01899ded947834f1321e8bb5b665959fc50699b45daa970caf34bf3253f,siwmv2::sha256:f1d5c01899ded947834f1321e8bb5b665959fc50699b45daa970caf34bf3253f,1,
